id,date,variable,value
1028,5/30/2016,BABA,76.620003
1029,6/6/2016,BABA,75.919998
1030,6/13/2016,BABA,77
1031,6/20/2016,BABA,76.290001
1032,6/27/2016,BABA,79.650002
1033,7/4/2016,BABA,78.989998
1034,7/11/2016,BABA,81.25
1035,7/18/2016,BABA,84.489998
1036,7/25/2016,BABA,82.480003
1037,8/1/2016,BABA,84.589996
1038,8/8/2016,BABA,98.25
1039,8/15/2016,BABA,96.860001
1040,8/22/2016,BABA,95.059998
1041,8/29/2016,BABA,99.25
1042,9/5/2016,BABA,99.620003
1043,9/12/2016,BABA,104.639999
1044,9/19/2016,BABA,107.709999
1045,9/26/2016,BABA,105.790001
1046,10/3/2016,BABA,106
1047,10/10/2016,BABA,101.849998
1048,10/17/2016,BABA,103.940002
1049,10/24/2016,BABA,101.93
1050,10/31/2016,BABA,97.57
1051,11/7/2016,BABA,92.989998
1052,11/14/2016,BABA,93.389999
1053,11/21/2016,BABA,93.010002
1054,11/28/2016,BABA,90.480003
1055,12/5/2016,BABA,93.279999
1056,12/12/2016,BABA,88.669998
1057,12/19/2016,BABA,86.790001
1058,12/26/2016,BABA,87.809998
1059,1/2/2017,BABA,93.889999
1060,1/9/2017,BABA,96.269997
1061,1/16/2017,BABA,96.059998
1062,1/23/2017,BABA,102.07
1063,1/30/2017,BABA,100.389999
1064,2/6/2017,BABA,102.360001
1065,2/13/2017,BABA,100.519997
1066,2/20/2017,BABA,102.949997
1067,2/27/2017,BABA,103.309998
1068,3/6/2017,BABA,103.389999
1069,3/13/2017,BABA,105.610001
1070,3/20/2017,BABA,108.040001
1071,3/27/2017,BABA,107.830002
1072,4/3/2017,BABA,108.989998
1073,4/10/2017,BABA,110.209999
1074,4/17/2017,BABA,113.110001
1075,4/24/2017,BABA,115.5
1076,5/1/2017,BABA,116.040001
1077,5/8/2017,BABA,120.339996
1078,5/15/2017,BABA,123.220001
1079,5/22/2017,BABA,123.989998
1080,5/29/2017,BABA,124.129997
1081,6/5/2017,BABA,139.440002
1082,6/12/2017,BABA,134.869995
1083,6/19/2017,BABA,143.009995
1084,6/26/2017,BABA,140.899994
1085,7/3/2017,BABA,142.429993
1086,7/10/2017,BABA,151.830002
1087,7/17/2017,BABA,151.889999
1088,7/24/2017,BABA,157.559998
1089,7/31/2017,BABA,153.330002
1090,8/7/2017,BABA,151.699997
1091,8/14/2017,BABA,167.5
1092,8/21/2017,BABA,171.740005
1093,8/28/2017,BABA,171.039993
1094,9/4/2017,BABA,169
1095,9/11/2017,BABA,176.699997
1096,9/18/2017,BABA,178.139999
1097,9/25/2017,BABA,172.710007
1098,10/2/2017,BABA,179.199997
1099,10/9/2017,BABA,178.449997
1100,10/16/2017,BABA,177.320007
1101,10/23/2017,BABA,176.149994
1102,10/30/2017,BABA,183.210007
1103,11/6/2017,BABA,186.410004
1104,11/13/2017,BABA,185.130005
1105,11/20/2017,BABA,191.190002
1106,11/27/2017,BABA,174.610001
1107,12/4/2017,BABA,177.619995
1108,12/11/2017,BABA,173.550003
1109,12/18/2017,BABA,176.289993
1110,12/25/2017,BABA,172.429993
1111,1/1/2018,BABA,190.699997
1112,1/8/2018,BABA,187.789993
1113,1/15/2018,BABA,184.050003
1114,1/22/2018,BABA,205.220001
1115,1/29/2018,BABA,187.309998
1116,2/5/2018,BABA,176.669998
1117,2/12/2018,BABA,183.679993
1118,2/19/2018,BABA,193.289993
1119,2/26/2018,BABA,179.759995
1120,3/5/2018,BABA,190.550003
1121,3/12/2018,BABA,200.279999
1122,3/19/2018,BABA,181.199997
1123,3/26/2018,BABA,183.539993
1124,4/2/2018,BABA,167.520004
1125,4/9/2018,BABA,172.039993
1126,4/16/2018,BABA,179.110001
1127,4/23/2018,BABA,177.160004
1128,4/30/2018,BABA,188.889999
1129,5/7/2018,BABA,194.360001
1130,5/14/2018,BABA,195
1131,5/21/2018,BABA,199.199997
1132,5/28/2018,BABA,204.339996
1133,6/4/2018,BABA,205.070007
1134,6/11/2018,BABA,208
1135,6/18/2018,BABA,202.009995
1136,6/25/2018,BABA,185.529999
1137,7/2/2018,BABA,192.270004
1138,7/9/2018,BABA,190.039993
1139,7/16/2018,BABA,187.25
1140,7/23/2018,BABA,189.419998
1141,7/30/2018,BABA,180.839996
1142,8/6/2018,BABA,180.009995
1143,8/13/2018,BABA,172.779999
1144,8/20/2018,BABA,174.229996
1145,8/27/2018,BABA,175.009995
1146,9/3/2018,BABA,162.369995
1147,9/10/2018,BABA,164.740005
1148,9/17/2018,BABA,164.630005
1149,9/24/2018,BABA,164.759995
1150,10/1/2018,BABA,154.630005
1151,10/8/2018,BABA,147.289993
1152,10/15/2018,BABA,142.929993
1153,10/22/2018,BABA,142.869995
1154,10/29/2018,BABA,147.589996
1155,11/5/2018,BABA,144.850006
1156,11/12/2018,BABA,154.100006
1157,11/19/2018,BABA,150.330002
1158,11/26/2018,BABA,160.860001
1159,12/3/2018,BABA,153.059998
1160,12/10/2018,BABA,149
1161,12/17/2018,BABA,132
1162,12/24/2018,BABA,139.089996
1163,12/31/2018,BABA,139.75
1164,1/7/2019,BABA,151.320007
1165,1/14/2019,BABA,157.020004
1166,1/21/2019,BABA,159.210007
1167,1/28/2019,BABA,167.970001
1168,2/4/2019,BABA,167.360001
1169,2/11/2019,BABA,166.149994
1170,2/18/2019,BABA,176.919998
1171,2/25/2019,BABA,183.880005
1172,3/4/2019,BABA,175.029999
1173,3/11/2019,BABA,180.970001
1174,3/18/2019,BABA,176.259995
1175,3/25/2019,BABA,182.449997
1176,4/1/2019,BABA,185.350006
1177,4/8/2019,BABA,188.910004
1178,4/15/2019,BABA,186.940002
1179,4/22/2019,BABA,187.089996
1180,4/29/2019,BABA,195.210007
1181,5/6/2019,BABA,178
1182,5/13/2019,BABA,169.570007
1183,5/20/2019,BABA,155
1184,5/27/2019,BABA,149.259995
1185,6/3/2019,BABA,154.229996
1186,6/10/2019,BABA,158.100006
1187,6/17/2019,BABA,167.550003
1188,6/24/2019,BABA,169.449997
1189,7/1/2019,BABA,173.300003
1190,7/8/2019,BABA,169.070007
1191,7/15/2019,BABA,172.990005
1192,7/22/2019,BABA,178.740005
1193,7/29/2019,BABA,161
1194,8/5/2019,BABA,159.119995
1195,8/12/2019,BABA,174.600006
1196,8/19/2019,BABA,164.539993
1197,8/26/2019,BABA,175.029999
1198,9/2/2019,BABA,176.690002
1199,9/9/2019,BABA,179.169998
1200,9/16/2019,BABA,182.509995
1201,9/23/2019,BABA,165.979996
1202,9/30/2019,BABA,170.339996
1203,10/7/2019,BABA,172.940002
1204,10/14/2019,BABA,169.130005
1205,10/21/2019,BABA,174.309998
1206,10/28/2019,BABA,176.460007
1207,11/4/2019,BABA,187.160004
1208,11/11/2019,BABA,185.490005
1209,11/18/2019,BABA,186.779999
1210,11/25/2019,BABA,200
1211,12/2/2019,BABA,201.889999
1212,12/9/2019,BABA,204.910004
1213,12/16/2019,BABA,212.25
1214,12/23/2019,BABA,215.470001
1215,12/30/2019,BABA,217
1216,1/6/2020,BABA,223.830002
1217,1/13/2020,BABA,227.429993
1218,1/20/2020,BABA,213.75
1219,1/27/2020,BABA,206.589996
1220,2/3/2020,BABA,216.529999
1221,2/10/2020,BABA,219.630005
1222,2/17/2020,BABA,212.589996
1223,2/24/2020,BABA,208
1224,3/2/2020,BABA,204.639999
1225,3/9/2020,BABA,194
1226,3/16/2020,BABA,181.300003
1227,3/23/2020,BABA,188.589996
1228,3/30/2020,BABA,187.110001
1229,4/6/2020,BABA,196.369995
1230,4/13/2020,BABA,209.5
1231,4/20/2020,BABA,204.360001
1232,4/27/2020,BABA,194.479996
1233,5/4/2020,BABA,201.190002
1234,5/11/2020,BABA,203.679993
1235,5/18/2020,BABA,199.699997
1236,5/25/2020,BABA,207.389999
1237,6/1/2020,BABA,219.550003
1238,6/8/2020,BABA,217.639999
1239,6/15/2020,BABA,220.639999
1240,6/22/2020,BABA,215.710007
1241,6/29/2020,BABA,223.600006
1242,7/6/2020,BABA,261.01001
1243,7/13/2020,BABA,247.139999
1244,7/20/2020,BABA,249
1245,7/27/2020,BABA,251.020004
1246,8/3/2020,BABA,252.100006
1247,8/10/2020,BABA,253.970001
1248,8/17/2020,BABA,265.799988
1249,8/24/2020,BABA,289
1250,8/31/2020,BABA,281.390015
1251,9/7/2020,BABA,270.019989
1252,9/15/2014,JD,28.35
1253,9/22/2014,JD,26.93
1254,9/29/2014,JD,25.98
1255,10/6/2014,JD,25.01
1256,10/13/2014,JD,25.07
1257,10/20/2014,JD,24.02
1258,10/27/2014,JD,23.889999
1259,11/3/2014,JD,24.74
1260,11/10/2014,JD,27.01
1261,11/17/2014,JD,24.08
1262,11/24/2014,JD,23.52
1263,12/1/2014,JD,23.85
1264,12/8/2014,JD,23.969999
1265,12/15/2014,JD,24.57
1266,12/22/2014,JD,24.559999
1267,12/29/2014,JD,24.02
1268,1/5/2015,JD,24.940001
1269,1/12/2015,JD,24.07
1270,1/19/2015,JD,24.65
1271,1/26/2015,JD,24.84
1272,2/2/2015,JD,26.459999
1273,2/9/2015,JD,26.23
1274,2/16/2015,JD,28.209999
1275,2/23/2015,JD,27.67
1276,3/2/2015,JD,28.620001
1277,3/9/2015,JD,28.08
1278,3/16/2015,JD,29.110001
1279,3/23/2015,JD,30.08
1280,3/30/2015,JD,29.49
1281,4/6/2015,JD,33.23
1282,4/13/2015,JD,33.189999
1283,4/20/2015,JD,34.720001
1284,4/27/2015,JD,33.529999
1285,5/4/2015,JD,33.740002
1286,5/11/2015,JD,33.400002
1287,5/18/2015,JD,34.889999
1288,5/25/2015,JD,33.68
1289,6/1/2015,JD,35.669998
1290,6/8/2015,JD,37.950001
1291,6/15/2015,JD,34.610001
1292,6/22/2015,JD,33.455002
1293,6/29/2015,JD,33.130001
1294,7/6/2015,JD,32.400002
1295,7/13/2015,JD,35.32
1296,7/20/2015,JD,34.639999
1297,7/27/2015,JD,33.029999
1298,8/3/2015,JD,32.07
1299,8/10/2015,JD,28.120001
1300,8/17/2015,JD,25.049999
1301,8/24/2015,JD,26.77
1302,8/31/2015,JD,22.809999
1303,9/7/2015,JD,24.26
1304,9/14/2015,JD,26.43
1305,9/21/2015,JD,25.940001
1306,9/28/2015,JD,28.91
1307,10/5/2015,JD,28.41
1308,10/12/2015,JD,26.889999
1309,10/19/2015,JD,27.1
1310,10/26/2015,JD,27.620001
1311,11/2/2015,JD,29.700001
1312,11/9/2015,JD,26.75
1313,11/16/2015,JD,29.99
1314,11/23/2015,JD,29.950001
1315,11/30/2015,JD,32.25
1316,12/7/2015,JD,30.549999
1317,12/14/2015,JD,32.650002
1318,12/21/2015,JD,32.580002
1319,12/28/2015,JD,32.264999
1320,1/4/2016,JD,27.620001
1321,1/11/2016,JD,26.99
1322,1/18/2016,JD,27.27
1323,1/25/2016,JD,26.030001
1324,2/1/2016,JD,23.639999
1325,2/8/2016,JD,23.129999
1326,2/15/2016,JD,25.540001
1327,2/22/2016,JD,25.41
1328,2/29/2016,JD,26.48
1329,3/7/2016,JD,27.83
1330,3/14/2016,JD,27.08
1331,3/21/2016,JD,26.360001
1332,3/28/2016,JD,26.76
1333,4/4/2016,JD,26.860001
1334,4/11/2016,JD,29.879999
1335,4/18/2016,JD,28.299999
1336,4/25/2016,JD,25.559999
1337,5/2/2016,JD,25.200001
1338,5/9/2016,JD,22.639999
1339,5/16/2016,JD,23.450001
1340,5/23/2016,JD,24.25
1341,5/30/2016,JD,22.98
1342,6/6/2016,JD,21.059999
1343,6/13/2016,JD,20.129999
1344,6/20/2016,JD,20.639999
1345,6/27/2016,JD,21.309999
1346,7/4/2016,JD,20.719999
1347,7/11/2016,JD,21.41
1348,7/18/2016,JD,21.92
1349,7/25/2016,JD,21.65
1350,8/1/2016,JD,21.85
1351,8/8/2016,JD,24.65
1352,8/15/2016,JD,25.91
1353,8/22/2016,JD,25.790001
1354,8/29/2016,JD,25.549999
1355,9/5/2016,JD,26.370001
1356,9/12/2016,JD,26.23
1357,9/19/2016,JD,26.84
1358,9/26/2016,JD,26.09
1359,10/3/2016,JD,27.030001
1360,10/10/2016,JD,26.5
1361,10/17/2016,JD,26.870001
1362,10/24/2016,JD,25.9
1363,10/31/2016,JD,24.65
1364,11/7/2016,JD,24.040001
1365,11/14/2016,JD,26.450001
1366,11/21/2016,JD,25.540001
1367,11/28/2016,JD,25.879999
1368,12/5/2016,JD,26.84
1369,12/12/2016,JD,25.610001
1370,12/19/2016,JD,25.49
1371,12/26/2016,JD,25.440001
1372,1/2/2017,JD,26.27
1373,1/9/2017,JD,26.84
1374,1/16/2017,JD,27.6
1375,1/23/2017,JD,28.360001
1376,1/30/2017,JD,28.32
1377,2/6/2017,JD,29.379999
1378,2/13/2017,JD,29.85
1379,2/20/2017,JD,30.27
1380,2/27/2017,JD,30.93
1381,3/6/2017,JD,31.059999
1382,3/13/2017,JD,31.559999
1383,3/20/2017,JD,31.26
1384,3/27/2017,JD,31.110001
1385,4/3/2017,JD,32.009998
1386,4/10/2017,JD,32.470001
1387,4/17/2017,JD,34.349998
1388,4/24/2017,JD,35.07
1389,5/1/2017,JD,35.779999
1390,5/8/2017,JD,40.560001
1391,5/15/2017,JD,41.060001
1392,5/22/2017,JD,40.990002
1393,5/29/2017,JD,40.23
1394,6/5/2017,JD,39
1395,6/12/2017,JD,38.169998
1396,6/19/2017,JD,42.950001
1397,6/26/2017,JD,39.220001
1398,7/3/2017,JD,39.220001
1399,7/10/2017,JD,42.009998
1400,7/17/2017,JD,43.080002
1401,7/24/2017,JD,45.220001
1402,7/31/2017,JD,46.400002
1403,8/7/2017,JD,45.900002
1404,8/14/2017,JD,40.130001
1405,8/21/2017,JD,40.869999
1406,8/28/2017,JD,41.990002
1407,9/4/2017,JD,41.150002
1408,9/11/2017,JD,44.91
1409,9/18/2017,JD,42.369999
1410,9/25/2017,JD,38.200001
1411,10/2/2017,JD,39.240002
1412,10/9/2017,JD,38.720001
1413,10/16/2017,JD,39
1414,10/23/2017,JD,37.360001
1415,10/30/2017,JD,38.419998
1416,11/6/2017,JD,39.959999
1417,11/13/2017,JD,40.25
1418,11/20/2017,JD,39.209999
1419,11/27/2017,JD,37.27
1420,12/4/2017,JD,38.009998
1421,12/11/2017,JD,40.32
1422,12/18/2017,JD,42.189999
1423,12/25/2017,JD,41.419998
1424,1/1/2018,JD,45.639999
1425,1/8/2018,JD,46.400002
1426,1/15/2018,JD,46.02
1427,1/22/2018,JD,50.5
1428,1/29/2018,JD,46.029999
1429,2/5/2018,JD,42.93
1430,2/12/2018,JD,46.419998
1431,2/19/2018,JD,48.349998
1432,2/26/2018,JD,43.799999
1433,3/5/2018,JD,45.709999
1434,3/12/2018,JD,44.970001
1435,3/19/2018,JD,40.869999
1436,3/26/2018,JD,40.490002
1437,4/2/2018,JD,39.23
1438,4/9/2018,JD,39.799999
1439,4/16/2018,JD,37.439999
1440,4/23/2018,JD,36.759998
1441,4/30/2018,JD,37.669998
1442,5/7/2018,JD,36.950001
1443,5/14/2018,JD,35.709999
1444,5/21/2018,JD,36.869999
1445,5/28/2018,JD,36.09
1446,6/4/2018,JD,39.919998
1447,6/11/2018,JD,43.59
1448,6/18/2018,JD,40.82
1449,6/25/2018,JD,38.950001
1450,7/2/2018,JD,39.459999
1451,7/9/2018,JD,38.27
1452,7/16/2018,JD,35.509998
1453,7/23/2018,JD,36.209999
1454,7/30/2018,JD,36.169998
1455,8/6/2018,JD,35.790001
1456,8/13/2018,JD,32.220001
1457,8/20/2018,JD,31.4
1458,8/27/2018,JD,31.299999
1459,9/3/2018,JD,26.950001
1460,9/10/2018,JD,27.110001
1461,9/17/2018,JD,26.49
1462,9/24/2018,JD,26.09
1463,10/1/2018,JD,23.620001
1464,10/8/2018,JD,24.450001
1465,10/15/2018,JD,23.01
1466,10/22/2018,JD,22.58
1467,10/29/2018,JD,24.049999
1468,11/5/2018,JD,21.700001
1469,11/12/2018,JD,23.049999
1470,11/19/2018,JD,19.27
1471,11/26/2018,JD,21.23
1472,12/3/2018,JD,20.93
1473,12/10/2018,JD,22.17
1474,12/17/2018,JD,21.08
1475,12/24/2018,JD,21.709999
1476,12/31/2018,JD,22.27
1477,1/7/2019,JD,22.879999
1478,1/14/2019,JD,23.26
1479,1/21/2019,JD,23.629999
1480,1/28/2019,JD,24.629999
1481,2/4/2019,JD,23.99
1482,2/11/2019,JD,23.959999
1483,2/18/2019,JD,25.950001
1484,2/25/2019,JD,28.73
1485,3/4/2019,JD,27.049999
1486,3/11/2019,JD,27.93
1487,3/18/2019,JD,28
1488,3/25/2019,JD,30.15
1489,4/1/2019,JD,31.24
1490,4/8/2019,JD,30.57
1491,4/15/2019,JD,30.01
1492,4/22/2019,JD,29.129999
1493,4/29/2019,JD,30.049999
1494,5/6/2019,JD,28.17
1495,5/13/2019,JD,29.309999
1496,5/20/2019,JD,26.32
1497,5/27/2019,JD,25.76
1498,6/3/2019,JD,26.799999
1499,6/10/2019,JD,27.049999
1500,6/17/2019,JD,29.059999
1501,6/24/2019,JD,30.290001
1502,7/1/2019,JD,31.030001
1503,7/8/2019,JD,31.08
1504,7/15/2019,JD,30.99
1505,7/22/2019,JD,31.549999
1506,7/29/2019,JD,28.01
1507,8/5/2019,JD,27.1
1508,8/12/2019,JD,31.290001
1509,8/19/2019,JD,28.77
1510,8/26/2019,JD,30.5
1511,9/2/2019,JD,31.08
1512,9/9/2019,JD,31.23
1513,9/16/2019,JD,30.940001
1514,9/23/2019,JD,27.82
1515,9/30/2019,JD,28.99
1516,10/7/2019,JD,29.709999
1517,10/14/2019,JD,29.93
1518,10/21/2019,JD,31.16
1519,10/28/2019,JD,31.49
1520,11/4/2019,JD,33.23
1521,11/11/2019,JD,33.549999
1522,11/18/2019,JD,31.950001
1523,11/25/2019,JD,32.650002
1524,12/2/2019,JD,32.93
1525,12/9/2019,JD,34
1526,12/16/2019,JD,35.310001
1527,12/23/2019,JD,35.93
1528,12/30/2019,JD,37.990002
1529,1/6/2020,JD,39.110001
1530,1/13/2020,JD,40.349998
1531,1/20/2020,JD,39.549999
1532,1/27/2020,JD,37.689999
1533,2/3/2020,JD,39.990002
1534,2/10/2020,JD,41.970001
1535,2/17/2020,JD,40.419998
1536,2/24/2020,JD,38.509998
1537,3/2/2020,JD,42.16
1538,3/9/2020,JD,39.709999
1539,3/16/2020,JD,37.66
1540,3/23/2020,JD,40.150002
1541,3/30/2020,JD,39.889999
1542,4/6/2020,JD,42.16
1543,4/13/2020,JD,46.150002
1544,4/20/2020,JD,45.049999
1545,4/27/2020,JD,41.380001
1546,5/4/2020,JD,46.779999
1547,5/11/2020,JD,50.849998
1548,5/18/2020,JD,49.900002
1549,5/25/2020,JD,54.330002
1550,6/1/2020,JD,59.040001
1551,6/8/2020,JD,57.990002
1552,6/15/2020,JD,58.639999
1553,6/22/2020,JD,59.650002
1554,6/29/2020,JD,61.389999
1555,7/6/2020,JD,65.610001
1556,7/13/2020,JD,62.130001
1557,7/20/2020,JD,60.880001
1558,7/27/2020,JD,63.790001
1559,8/3/2020,JD,62.060001
1560,8/10/2020,JD,62.060001
1561,8/17/2020,JD,74.980003
1562,8/24/2020,JD,79.959999
1563,8/31/2020,JD,80
1564,9/7/2020,JD,76.220001
